1482297551,329,[2,9],4
1482298418,330,[8,5],3
1482299945,331,[5,1],1
1482301238,332,[2,1],4
1482302791,333,[7,5],2
1482304013,334,[2,1],3
1482305316,335,[2,3],1
1482306968,336,[3,5],2
1482310654,337,[9,9],2
1482312233,338,[1,7],3
1482313851,339,[2,4],2
1482317197,340,[4,9],4
1482318851,341,[5,3],1
1482322594,342,[3,4],2
1482324641,343,[9,7],3
1482326998,344,[5,2],4
1482327915,345,[8,3],3
1482330945,346,[4,9],3
1482333433,347,[3,2],2
1482336311,348,[6,8],3
1482339300,349,[5,2],3
1482342920,350,[3,4],1
1482343761,351,[8,7],2
1482346114,352,[2,5],2
1482348534,353,[7,7],2
1482349102,354,[6,7],4
1482352052,355,[2,7],2
1482352055,356,[8,2],1
1482355783,357,[7,2],2
1482359252,358,[1,1],4
1482363443,359,[4,4],3
1482366793,360,[8,5],3
1482366818,361,[4,3],1
1482368221,362,[1,3],1
1482372687,363,[6,5],3
1482373832,364,[9,5],4
1482375589,365,[4,5],2
1482376886,366,[2,9],4
1482376929,367,[2,5],4
1482376951,368,[6,6],4
1482377965,369,[1,2],2
1482378195,370,[6,4],4
1482379040,371,[1,7],2
1482380102,372,[5,8],1
1482380651,373,[2,5],1
1482382287,374,[5,1],3
1482383833,375,[7,9],1
1482385458,376,[9,2],3
1482387811,377,[3,9],2
1482388173,378,[9,4],3
1482389234,379,[2,5],1
1482390072,380,[6,5],3
1482390833,381,[4,4],1
1482391471,382,[6,6],3
1482393847,383,[9,3],2
1482398285,384,[9,7],1
1482402090,385,[8,7],1
1482406295,386,[8,9],4
1482408766,387,[8,7],4
1482410135,388,[1,4],3
1482414002,389,[9,9],3
1482415396,390,[5,3],2
1482419626,391,[9,6],1
1482421642,392,[5,2],2
1482423417,393,[9,2],1
1482425764,394,[5,3],1
1482429399,395,[7,2],4
1482432951,396,[2,2],2
1482433722,397,[9,8],3
1482437355,398,[2,5],2
1482438153,399,[9,8],4
1482439201,400,[9,2],1
1482443053,401,[2,1],4
1482443394,402,[5,6],1
1482447641,403,[5,1],2
1482448569,404,[2,1],4
1482450301,405,[6,1],1
1482452285,406,[8,1],4
1482455372,407,[6,6],4
1482456949,408,[1,6],3
1482460905,409,[7,8],1
1482465061,410,[3,9],1
1482466982,411,[8,1],3
1482468640,412,[1,3],3
1482472207,413,[3,8],2
1482473577,414,[7,4],2
1482474410,415,[6,7],4
1482477517,416,[3,5],3
1482478018,417,[1,8],3
1482479166,418,[2,9],2
1482481531,419,[6,1],1
1482482611,420,[7,7],3
1482486143,421,[3,4],3
1482490426,422,[6,5],2
1482491002,423,[1,9],3
1482494537,424,[6,5],1
1482495670,425,[8,3],4
1482496323,426,[6,5],3
1482496840,427,[5,4],1
1482500636,428,[1,3],2
1482503539,429,[8,7],4
1482506117,430,[7,9],3
1482509424,431,[6,6],3
1482513331,432,[5,3],1
1482514196,433,[2,6],2
1482516775,434,[3,1],2
1482520585,435,[9,3],3
1482521881,436,[4,1],2
1482522477,437,[8,8],4
1482523081,438,[7,6],1
1482526620,439,[1,3],1
1482529842,440,[7,6],3
1482532878,441,[6,5],3
1482536406,442,[3,1],1
1482538524,443,[8,2],2
1482542026,444,[8,4],1
1482546118,445,[5,7],4
1482546385,446,[3,4],1
1482546771,447,[5,6],2
1482548175,448,[6,1],1
1482550198,449,[5,1],1
1482553064,450,[6,8],4
1482553197,451,[9,1],4
1482557590,452,[9,4],3
1482558033,453,[8,9],2
1482560903,454,[2,6],4
1482564956,455,[6,2],3
1482569287,456,[9,7],2
1482570727,457,[9,6],4
1482570798,458,[1,4],4
1482572493,459,[4,7],1
1482575015,460,[5,9],3
1482578498,461,[5,3],4
1482579010,462,[2,8],1
1482579309,463,[3,6],2
1482583553,464,[7,6],4
1482587962,465,[8,6],1
1482588763,466,[5,7],4
1482589474,467,[7,7],3
1482591118,468,[7,6],4
1482592223,469,[4,7],1
1482596164,470,[4,2],1
1482599733,471,[8,2],4
1482601001,472,[9,2],3
1482601781,473,[8,3],4
1482605582,474,[2,1],3
1482608788,475,[1,4],4
1482612705,476,[3,8],1
1482615927,477,[2,2],4
1482619330,478,[9,8],4
1482623754,479,[4,6],2
1482625156,480,[8,9],4
1482625800,481,[7,3],4
1482627310,482,[4,9],2
1482628168,483,[8,9],1
1482629917,484,[6,6],2
1482634140,485,[9,2],1
1482638426,486,[3,7],3
1482638789,487,[7,6],1
1482638999,488,[2,9],1
1482642232,489,[7,4],3
1482644195,490,[1,7],3
1482647786,491,[5,1],4
1482648309,492,[2,6],1
1482650110,493,[3,6],4
1482653535,494,[8,6],1
1482655912,495,[8,3],4
1482659940,496,[6,1],3
1482662451,497,[4,8],2
1482663144,498,[2,5],4
1482665444,499,[9,6],1
1482668730,500,[2,9],2
1482669876,501,[4,7],1
1482672079,502,[9,4],3
1482674170,503,[4,8],4
1482678039,504,[8,3],4
1482681185,505,[6,9],2
1482681303,506,[1,4],1
1482683234,507,[4,7],3
1482685424,508,[8,2],2
1482686637,509,[7,8],1
1482686902,510,[4,8],2
1482687295,511,[9,9],2
1482689683,512,[4,1],2
1482691984,513,[1,7],3
1482695842,514,[7,6],4
1482697490,515,[3,7],4
1482699111,516,[8,1],3
1482702371,517,[4,3],1
1482705452,518,[4,9],1
1482706889,519,[5,9],2
1482708030,520,[5,9],1
1482708384,521,[4,6],4
1482712008,522,[7,8],3
1482716105,523,[8,2],3
1482720283,524,[6,6],4
1482722904,525,[3,9],3
1482726221,526,[9,7],3
1482728324,527,[8,9],2
1482729367,528,[3,7],3
1482730590,529,[8,8],4
1482734163,530,[8,2],3
1482735129,531,[1,6],4
1482737675,532,[1,1],4
1482738431,533,[8,9],3
1482739099,534,[1,5],2
1482740832,535,[2,8],4
1482741491,536,[5,3],1
1482744848,537,[9,8],4
1482748982,538,[2,6],1
1482751540,539,[7,5],2
1482755756,540,[2,6],3
1482756179,541,[2,5],3
1482757237,542,[2,6],4
1482758244,543,[8,9],1
1482759724,544,[2,8],4
1482763092,545,[1,3],3
1482765952,546,[6,8],3
1482769074,547,[4,9],3
1482769439,548,[2,7],1
1482773424,549,[8,1],1
1482776711,550,[9,2],3
1482778659,551,[2,6],4
1482778675,552,[3,4],1
1482780136,553,[7,8],1
1482783216,554,[7,9],4
1482786988,555,[3,4],3
1482787993,556,[2,7],2
1482788102,557,[1,1],1
1482789422,558,[5,4],2
1482790274,559,[5,4],3
1482791650,560,[6,3],2
1482795266,561,[8,7],3
1482797735,562,[5,9],4
1482800566,563,[6,7],1
1482802719,564,[4,6],3
1482806534,565,[6,8],4
1482810042,566,[7,3],3
1482814510,567,[6,4],2
1482815256,568,[3,1],4
1482815365,569,[2,8],3
1482819069,570,[6,2],2
1482820957,571,[7,5],2
1482823256,572,[3,5],4
1482826838,573,[5,3],4
1482828466,574,[4,5],2
1482832761,575,[3,1],2
1482834765,576,[1,9],1
1482838917,577,[8,9],3
1482840215,578,[5,8],2
1482841192,579,[2,1],4
1482844787,580,[8,2],1
1482845849,581,[5,9],3
1482848568,582,[8,5],4
1482852136,583,[5,9],2
1482855134,584,[8,6],1
1482855931,585,[3,8],2
1482856318,586,[8,4],1
1482858298,587,[5,1],2
1482862702,588,[7,2],3
1482867130,589,[5,5],1
1482867967,590,[7,5],3
1482871793,591,[8,2],1
1482871806,592,[3,9],3
1482873441,593,[8,6],2
1482877449,594,[1,2],4
1482880505,595,[7,9],4
1482884543,596,[7,7],1
1482888414,597,[5,4],1
1482891614,598,[7,4],4
1482895366,599,[4,3],4
1482899547,600,[9,7],4
1482902591,601,[8,2],2
1482904739,602,[8,6],3
1482906294,603,[1,9],3
1482908726,604,[9,1],3
1482909901,605,[2,4],2
1482910133,606,[1,9],3
1482910293,607,[2,2],4
1482914412,608,[8,8],1
1482916600,609,[5,2],2
1482918357,610,[2,6],1
1482921554,611,[9,5],2
1482922447,612,[9,6],3
1482926378,613,[5,9],3
1482927801,614,[7,5],2
1482930953,615,[6,4],4
1482934439,616,[6,7],3
1482936931,617,[8,5],4
1482940276,618,[9,2],3
1482943282,619,[9,9],2
1482947711,620,[2,9],4
1482952077,621,[2,2],4
1482955142,622,[3,1],4
1482957510,623,[4,2],3
1482960813,624,[2,3],4
1482961120,625,[3,3],3
1482964642,626,[6,5],2
1482967777,627,[9,2],4
1482967796,628,[8,7],1
1482970315,629,[6,3],4
1482973778,630,[1,4],1
1482973964,631,[8,7],1
1482977747,632,[9,7],4
1482979703,633,[8,6],1
1482980800,634,[7,3],2
1482982434,635,[1,9],1
1482985191,636,[9,1],1
1482988938,637,[7,4],2
1482989502,638,[8,8],1
1482992820,639,[4,5],4
1482993621,640,[9,2],4
1482997199,641,[4,3],3
1483000607,642,[5,7],3
1483005068,643,[7,8],4
1483006577,644,[4,3],2
1483007699,645,[7,9],2
1483008842,646,[8,4],2
1483012352,647,[6,8],3
1483012677,648,[8,9],4
1483015257,649,[2,2],4
1483015411,650,[8,3],1
1483018959,651,[9,2],1
1483021664,652,[3,4],2
1483024212,653,[3,1],1
1483026440,654,[1,5],1
1483029918,655,[5,5],2
1483033284,656,[5,9],2
1483036989,657,[2,6],2
1483037536,658,[7,8],2
1483041220,659,[3,2],4
1483042816,660,[2,4],3
1483044976,661,[2,9],1
1483047653,662,[4,9],2
1483051363,663,[3,3],2
1483055475,664,[3,7],3
1483056396,665,[2,6],4
1483057846,666,[2,2],3
1483058521,667,[6,1],1
1483061270,668,[7,6],4
1483065626,669,[6,7],1
1483069452,670,[2,4],4
1483072909,671,[1,8],3
1483073149,672,[7,6],3
1483073915,673,[2,3],4
1483075860,674,[4,8],1
1483079392,675,[5,1],3
1483083455,676,[9,7],1
1483085366,677,[8,4],2
1483088020,678,[9,2],3
1483090572,679,[1,1],4
1483091504,680,[5,9],3
1483095786,681,[8,8],1
1483100003,682,[4,8],1
1483101035,683,[4,1],3
1483104899,684,[8,5],3
1483108549,685,[7,1],4
1483112731,686,[8,7],3
1483116302,687,[6,5],1
1483118694,688,[2,3],2
1483119305,689,[9,9],2
1483121925,690,[5,3],4
1483121961,691,[1,5],1
1483126379,692,[2,6],2
1483128330,693,[6,9],4
1483131116,694,[3,4],3
1483134039,695,[8,5],4
1483134338,696,[4,7],3
1483135212,697,[1,8],4
1483138598,698,[9,4],2
1483142695,699,[2,5],2
1483147189,700,[7,7],2
1483151688,701,[9,3],3
1483154502,702,[4,4],1
1483155863,703,[5,3],1
1483158087,704,[7,4],3
1483159625,705,[4,3],1
1483159854,706,[7,5],3
1483162379,707,[3,2],4
1483166540,708,[7,9],3
1483170518,709,[6,7],3
1483171548,710,[5,4],4
1483173223,711,[2,1],2
1483175306,712,[8,3],2
1483175949,713,[1,1],2
1483176629,714,[7,6],1
1483178277,715,[2,1],3
1483181953,716,[5,2],2
1483183468,717,[9,9],2
1483184972,718,[4,7],1
1483187866,719,[1,4],1
1483191421,720,[6,2],4
1483195321,721,[2,5],1
1483195883,722,[7,9],4
1483199042,723,[4,5],4
1483199551,724,[1,6],3
1483203799,725,[8,2],2
1483205703,726,[5,2],2
1483208535,727,[9,4],3
1483212394,728,[1,4],4
1483214033,729,[5,5],1
1483214912,730,[1,2],2
1483217857,731,[6,7],3
1483220621,732,[5,3],2
1483223666,733,[8,8],1
1483226144,734,[3,6],4
1483228583,735,[7,8],2
1483228843,736,[8,1],2
1483229365,737,[1,1],3
1483233394,738,[9,1],1
1483237271,739,[3,3],1
1483240947,740,[9,4],3
1483241763,741,[3,9],1
1483245350,742,[7,9],2
1483245664,743,[5,5],3
1483246167,744,[4,7],2
1483250489,745,[3,8],1
1483252286,746,[6,2],1
1483256590,747,[8,7],1
1483260755,748,[6,5],3
1483265047,749,[8,4],4
1483265754,750,[2,8],1
1483270118,751,[9,6],1
1483274348,752,[2,9],2
1483276429,753,[9,9],3
1483277188,754,[8,4],2
1483277756,755,[8,5],2
1483278780,756,[1,5],4
1483280227,757,[6,1],3
1483284459,758,[9,8],2
1483285352,759,[4,9],3
1483287012,760,[9,6],3
1483289167,761,[4,5],3
1483289693,762,[3,5],3
1483293279,763,[8,6],4
1483294780,764,[5,9],3
1483297810,765,[2,5],1
1483299462,766,[8,3],3
1483300649,767,[5,1],4
1483303733,768,[8,8],4
1483304971,769,[9,8],3
1483305749,770,[6,9],1
1483309570,771,[2,3],1
1483311701,772,[9,5],4
1483312152,773,[5,6],2
1483316462,774,[5,7],4
1483320142,775,[9,9],3
1483320237,776,[9,5],4
1483323533,777,[8,1],2
1483324863,778,[4,6],2
1483328826,779,[7,3],3
1483329352,780,[4,8],4
1483330096,781,[7,6],3
1483334004,782,[9,4],4
1483338064,783,[5,4],1
1483340226,784,[2,4],4
1483340714,785,[4,4],3
1483341776,786,[5,5],1
1483342611,787,[5,8],4
1483344698,788,[3,3],3
1483345449,789,[9,2],2
1483345925,790,[7,5],2
1483348041,791,[2,9],2
1483349714,792,[1,3],1
1483351967,793,[4,2],2
1483352745,794,[4,5],3
1483356689,795,[6,7],1
1483358124,796,[6,3],3
1483361716,797,[5,2],1
1483363735,798,[9,7],2
1483366114,799,[1,1],3
1483367130,800,[7,2],3
1483369597,801,[7,4],1
1483370989,802,[9,8],3
1483373847,803,[9,8],2
1483377385,804,[8,5],2
1483381698,805,[1,2],4
1483382940,806,[6,1],4
1483383521,807,[9,1],2
1483384117,808,[6,1],2
1483385219,809,[5,9],3
1483388188,810,[5,2],4
1483388854,811,[9,9],1
1483389652,812,[1,2],2
1483392543,813,[6,1],1
1483396960,814,[3,7],3
1483400595,815,[8,6],2
1483403346,816,[1,4],4
1483405900,817,[3,5],1
1483409079,818,[3,2],4
1483409640,819,[2,5],3
1483413528,820,[2,8],1
1483415888,821,[5,8],2
1483417983,822,[2,2],4
1483420722,823,[3,7],4
1483421136,824,[7,9],3
1483425330,825,[8,9],3
1483426530,826,[3,4],2
1483426618,827,[2,3],2
1483428747,828,[3,2],1
1483428864,829,[9,7],4
1483432830,830,[6,4],1
1483436650,831,[1,8],2
1483439228,832,[7,3],1
1483441683,833,[2,2],4
1483444283,834,[8,6],2
1483444896,835,[8,5],2
1483448505,836,[5,9],1
1483451228,837,[2,5],4
1483453678,838,[3,5],3
1483456490,839,[7,8],1
1483457243,840,[8,9],2
1483460155,841,[5,1],4
1483461186,842,[4,3],1
1483465028,843,[9,9],2
1483467275,844,[5,6],4
1483467817,845,[9,1],3
1483468744,846,[9,3],2
1483471883,847,[1,9],3
1483475323,848,[8,9],4
1483476636,849,[2,8],4
1483479889,850,[7,6],4
1483483057,851,[6,4],3
1483483175,852,[3,8],3
1483483620,853,[2,7],2
1483484866,854,[4,6],3
1483488434,855,[9,9],2
1483489782,856,[5,4],2
1483493505,857,[5,8],4
1483494522,858,[5,3],3
1483497725,859,[1,8],2
1483499441,860,[2,2],2
1483499889,861,[3,8],4
1483501456,862,[3,1],1
1483502368,863,[9,7],4
1483506536,864,[2,6],1
1483507355,865,[5,3],4
1483508282,866,[3,6],3
1483511533,867,[3,9],2
1483512187,868,[2,7],1
1483514728,869,[6,4],4
1483517630,870,[9,4],1
1483521563,871,[9,6],2
1483523559,872,[9,7],1
1483526816,873,[9,8],3
1483530684,874,[6,5],2
1483534500,875,[2,2],2
1483538270,876,[6,8],1
1483542766,877,[7,3],4
1483545302,878,[1,5],2
1483548553,879,[7,8],2
1483552801,880,[5,8],3
1483554608,881,[5,3],1
1483556899,882,[4,4],1
1483558853,883,[2,8],1
1483560723,884,[5,7],3
1483565031,885,[3,7],4
1483566139,886,[1,2],3
1483567707,887,[5,5],4
1483571502,888,[7,2],3
1483572039,889,[7,4],2
1483573739,890,[3,2],4
1483576575,891,[3,4],3
1483577421,892,[3,9],1
1483577873,893,[6,1],2
1483581476,894,[9,2],1
1483585864,895,[4,7],3
1483586895,896,[5,1],1
1483587676,897,[2,5],1
1483591121,898,[2,5],1
1483592738,899,[2,7],4
1483593431,900,[5,7],1
1483597046,901,[8,6],4
1483601517,902,[9,8],2
1483603515,903,[8,4],3
1483607362,904,[9,2],1
1483607942,905,[3,5],1
1483609152,906,[6,4],3
1483609668,907,[1,4],2
1483614043,908,[2,9],1
1483614908,909,[5,3],2
1483619012,910,[5,4],2
1483623387,911,[4,8],1
1483623819,912,[7,8],4
1483627002,913,[4,7],2
1483630264,914,[8,7],1
1483634374,915,[8,7],4
1483638636,916,[7,9],2
1483641638,917,[8,7],3
1483644182,918,[5,4],4
1483646794,919,[6,5],3
1483651086,920,[9,7],3
1483654175,921,[4,3],1
1483654422,922,[6,1],2
1483657478,923,[4,3],2
1483657753,924,[5,7],2
1483662005,925,[2,6],4
1483663657,926,[9,8],4
1483664967,927,[1,2],3
1483668165,928,[9,1],2
1483671840,929,[1,3],1
1483675610,930,[9,8],2
1483678621,931,[7,3],3
1483683049,932,[7,1],2
1483687267,933,[5,6],4
1483687745,934,[6,9],1
1483688693,935,[1,3],1
1483693096,936,[1,1],4
1483693355,937,[9,4],4
1483696696,938,[3,4],4
1483699199,939,[5,4],2
1483699696,940,[3,4],2
1483701374,941,[6,9],2
1483704033,942,[2,2],3
1483704638,943,[5,1],2
1483707646,944,[3,3],1
1483708385,945,[4,9],4
1483709176,946,[7,3],4
1483712670,947,[8,7],1
1483713715,948,[5,9],4
1483717676,949,[6,2],3
1483719802,950,[1,2],3
1483721260,951,[1,3],2
1483724354,952,[8,4],4
1483726313,953,[8,4],1
1483729383,954,[6,3],1
1483731683,955,[8,5],2
1483735369,956,[4,2],4
1483738411,957,[8,8],2
1483739269,958,[2,2],2
1483742731,959,[3,5],4
1483744230,960,[3,1],4
1483746766,961,[1,1],3
1483748921,962,[6,2],1
1483751787,963,[3,4],3
1483754278,964,[9,6],2
1483754385,965,[9,4],1
1483757510,966,[1,6],4
1483759682,967,[1,9],2
1483760339,968,[3,6],3
1483763576,969,[4,9],3
1483766301,970,[8,9],2
1483769854,971,[2,9],2
1483769894,972,[7,5],3
1483772210,973,[9,8],2
1483776216,974,[1,1],3
1483776717,975,[1,6],4
1483779985,976,[3,3],1
1483781123,977,[5,2],2
1483783265,978,[2,2],1
1483785906,979,[9,8],3
1483788839,980,[2,1],1
1483788916,981,[4,2],1
1483788933,982,[2,8],1
1483789102,983,[6,7],3
1483789181,984,[6,8],3
1483790302,985,[1,4],1
1483790908,986,[2,9],2
1483792834,987,[8,5],1
1483793053,988,[7,6],2
1483793949,989,[1,1],1
1483798255,990,[5,6],3
1483798576,991,[2,7],1
1483801824,992,[5,2],1
1483804828,993,[3,3],4
1483805435,994,[3,1],2
1483805764,995,[9,6],4
1483807897,996,[6,2],4
1483810252,997,[7,2],4
1483812037,998,[5,5],3
1483812470,999,[5,3],4
